Detector Descriptor ImageID lidarTTC cameraTTC TTC_Difference
SIFT SIFT 14 9.59863 12.2412 -2.64252
SIFT SIFT 15 8.57352 9.48275 -0.909229
SIFT SIFT 16 9.51617 9.18657 0.329599
SIFT SIFT 17 9.54658 8.83688 0.709704
SIFT SIFT 18 8.3988 9.07274 -0.673936
AKAZE SIFT 1 12.5156 12.6614 -0.145755
AKAZE SIFT 2 12.6142 14.6497 -2.03549
AKAZE SIFT 3 14.091 13.1515 0.93952
AKAZE SIFT 4 16.6894 14.1673 2.52207
AKAZE SIFT 5 15.9082 17.0355 -1.12722
AKAZE SIFT 6 12.6787 13.7678 -1.0891
AKAZE SIFT 7 11.9844 15.4456 -3.46124
AKAZE SIFT 8 13.1241 14.033 -0.908861
AKAZE SIFT 9 13.0241 14.1544 -1.13031
AKAZE SIFT 10 11.1746 11.6769 -0.502285
AKAZE SIFT 11 12.8086 12.7062 0.102408
AKAZE SIFT 12 8.95978 11.3973 -2.43756
AKAZE SIFT 13 9.96439 10.9188 -0.954394
AKAZE SIFT 14 9.59863 10.463 -0.864412
AKAZE SIFT 15 8.57352 9.82875 -1.25523
AKAZE SIFT 16 9.51617 10.0812 -0.565073
AKAZE SIFT 17 9.54658 9.46152 0.0850617
AKAZE SIFT 18 8.3988 8.90798 -0.509177
ORB SIFT 1 12.5156 16.7826 -4.26704
ORB SIFT 2 12.6142 11.2445 1.36977
ORB SIFT 3 14.091 19.2234 -5.13235
ORB SIFT 4 16.6894 -inf inf
ORB SIFT 5 15.9082 66.8315 -50.9233
ORB SIFT 6 12.6787 12.9137 -0.23498
ORB SIFT 7 11.9844 41.6028 -29.6184
ORB SIFT 8 13.1241 10.8638 2.2603
ORB SIFT 9 13.0241 12.2889 0.735265
ORB SIFT 10 11.1746 11.6283 -0.45369
ORB SIFT 11 12.8086 9.20223 3.60637
ORB SIFT 12 8.95978 -inf inf
ORB SIFT 13 9.96439 9.30432 0.66007
ORB SIFT 14 9.59863 13.7354 -4.13676
ORB SIFT 15 8.57352 13.6989 -5.12541
ORB SIFT 16 9.51617 10.0366 -0.520473
ORB SIFT 17 9.54658 18.7061 -9.15952
ORB SIFT 18 8.3988 15.7727 -7.37393
BRISK SIFT 1 12.5156 14.4885 -1.97295
BRISK SIFT 2 12.6142 14.494 -1.87971
BRISK SIFT 3 14.091 17.8004 -3.70939
BRISK SIFT 4 16.6894 18.1289 -1.43954
BRISK SIFT 5 15.9082 33.9473 -18.039
BRISK SIFT 6 12.6787 16.0735 -3.39478
BRISK SIFT 7 11.9844 16.2728 -4.28844
BRISK SIFT 8 13.1241 17.7145 -4.59036
BRISK SIFT 9 13.0241 15.5809 -2.55676
BRISK SIFT 10 11.1746 14.1491 -2.97443
BRISK SIFT 11 12.8086 12.2422 0.566371
BRISK SIFT 12 8.95978 13.0393 -4.07956
BRISK SIFT 13 9.96439 12.6703 -2.70595
BRISK SIFT 14 9.59863 10.5063 -0.907672
BRISK SIFT 15 8.57352 13.4108 -4.83732
BRISK SIFT 16 9.51617 10.1531 -0.636924
BRISK SIFT 17 9.54658 10.9906 -1.44398
BRISK SIFT 18 8.3988 13.2817 -4.88295
FAST SIFT 1 12.5156 12.478 0.0375838
FAST SIFT 2 12.6142 10.7133 1.90097
FAST SIFT 3 14.091 13.5287 0.562339
FAST SIFT 4 16.6894 13.995 2.69442
FAST SIFT 5 15.9082 26.3629 -10.4547
FAST SIFT 6 12.6787 12.8926 -0.213858
FAST SIFT 7 11.9844 13.4674 -1.48307
FAST SIFT 8 13.1241 13.7045 -0.580401
FAST SIFT 9 13.0241 12.9751 0.0490182
FAST SIFT 10 11.1746 14.0994 -2.92477
FAST SIFT 11 12.8086 15.4345 -2.62585
FAST SIFT 12 8.95978 11.6857 -2.72595
FAST SIFT 13 9.96439 12.3292 -2.36476
FAST SIFT 14 9.59863 11.5023 -1.90367
FAST SIFT 15 8.57352 11.4035 -2.82997
FAST SIFT 16 9.51617 11.1502 -1.63407
FAST SIFT 17 9.54658 7.68791 1.85867
FAST SIFT 18 8.3988 12.0558 -3.65698
HARRIS SIFT 1 12.5156 nan nan
HARRIS SIFT 2 12.6142 -3.37927 15.9935
HARRIS SIFT 3 14.091 -inf inf
HARRIS SIFT 4 16.6894 20.1203 -3.4309
HARRIS SIFT 5 15.9082 52.4081 -36.4999
HARRIS SIFT 6 12.6787 58.4398 -45.7611
HARRIS SIFT 7 11.9844 15.8156 -3.83129
HARRIS SIFT 8 13.1241 -inf inf
HARRIS SIFT 9 13.0241 13.0459 -0.0217695
HARRIS SIFT 10 11.1746 nan nan
HARRIS SIFT 11 12.8086 nan nan
HARRIS SIFT 12 8.95978 -inf inf
HARRIS SIFT 13 9.96439 nan nan
HARRIS SIFT 14 9.59863 nan nan
HARRIS SIFT 15 8.57352 0.948429 7.6251
HARRIS SIFT 16 9.51617 -inf inf
HARRIS SIFT 17 9.54658 6.31417 3.23241
HARRIS SIFT 18 8.3988 nan nan
SHITOMASI SIFT 1 12.5156 14.0745 -1.55893
SHITOMASI SIFT 2 12.6142 11.7723 0.841896
SHITOMASI SIFT 3 14.091 10.9546 3.1364
SHITOMASI SIFT 4 16.6894 12.6742 4.01517
SHITOMASI SIFT 5 15.9082 11.8323 4.07593
SHITOMASI SIFT 6 12.6787 12.9945 -0.315773
SHITOMASI SIFT 7 11.9844 13.401 -1.41666
SHITOMASI SIFT 8 13.1241 13.2533 -0.129157
SHITOMASI SIFT 9 13.0241 12.2092 0.814896
SHITOMASI SIFT 10 11.1746 13.5138 -2.33921
SHITOMASI SIFT 11 12.8086 12.1296 0.678971
SHITOMASI SIFT 12 8.95978 11.5372 -2.57745
SHITOMASI SIFT 13 9.96439 11.3879 -1.42354
SHITOMASI SIFT 14 9.59863 11.5744 -1.97582
SHITOMASI SIFT 15 8.57352 11.1548 -2.58132
SHITOMASI SIFT 16 9.51617 7.48477 2.0314
SHITOMASI SIFT 17 9.54658 10.979 -1.43244
SHITOMASI SIFT 18 8.3988 8.21711 0.181698
